;Sentence;Type
1039;שנאתי את החברים שלו והתחביבים שלו אז כלאתי את עצמי בחדרו;NotDescriptive
1040;"“מנשה… סליחה, אני לא יכולה לפתוח עכשיו… הנה, אני מעבירה לך את המעטפה מתחת לדלת, רק רגע.”";NotDescriptive
1041;שיהיה קצת ברוסיה! הוא יהיה מאושר לשחק בשלג. הוא עדיין לא ראה שלג.;Descriptive
1042;אני לא יכולה לפתוח לו את הדלת.;NotDescriptive
1043;הוצאתי חולצות מהארון ואטמתי את החרכים.;NotDescriptive
1044;אני מספיקה לראות את בעלי מלבין מפחד לפני שמפרידים אותי ממנו.;NotDescriptive
1045;אהבתי את דב. אין לי הסבר הגיוני.;NotDescriptive
1046;עכשיו היא מלהגת ואני עושה הרבה “כן”;NotDescriptive
1047;הרוגע שלו עובר אליי,;NotDescriptive
1048;לא טרחתי לשמור על שקט.;NotDescriptive
1049;ואני לוקחת את הטלפון ומצמידה אותו לאוזן ומנהלת שיחה בדויה.;NotDescriptive
1050;ההווה מחליא.;Descriptive
1051;שמוליק דיבר ודיבר, ולא שמעתי דבר ולא הצלחתי לענות.;NotDescriptive
1052;הוא אמר: “אל תפחדי בובה קטנה… אה, אה, אה, את חולמת חלום מתוק, אה, אה, אה,ש… נעים, ש… כנועה… אה, אה, אה”.;Descriptive
1053;"“נו, לא נורא. בשביל הטיפול שלך שווה לחכות.”";Descriptive
1054;כי בלילה לא צריך לטשטש באיפור, הכי טוב טבעי.;Descriptive
1055; חזרתי שוב ושוב על אותה סצנה אחת ויחידה שידעתי לביים.;NotDescriptive
1056;עזר לי לא להתפרק.;Descriptive
1057;בחדר השינה שלו עובש עמד באוויר.;NotDescriptive
1058;"בעטתי ברגליי בקצב מונוטוני בניסיון להירגע; המיטה חרקה מהבעיטות והחריקות גרמו להרגשה רעה עוד יותר.";Descriptive
1059;אני שומעת קולות עמומים. ;Descriptive
1060;לא ראיתי את האח הזה יותר, האדמה בלעה אותו.;NotDescriptive
1061;מדברת בטון הסובלני והמנומס שלי.;Descriptive
1062;לא אחזיק מעמד;NotDescriptive
1063;לוותר על הדיכוטומיה. ;NotDescriptive
1064;הוא נבהל, ונתן לי הנחיות בטלפון:;NotDescriptive
1065;הילד שלי קופץ עליי פתאום.;NotDescriptive
1066;, הניצוץ הכזיב, אני משועממת ונפגעת ושומרת את מחשבותיי בפנים.;Descriptive
1067;“תנשמי עמוק, קומי, לכי למטבח ותאכלי משהו… פחמימות, זה מה שאת צריכה עכשיו.”;Descriptive
1068; אבל הלחץ על המוח גבר.;NotDescriptive
1069;כשחזרנו לחדר במלון ניסיתי לפתות את דב.;NotDescriptive
1070;למה לא האמנתי לעצמי אז? לא יכולתי לבקש עזרה. הייתי צריכה לסבול ולא התכוונתי לוותר עד שהוא העיף אותי מעליו.;NotDescriptive
1071;"צריך למצוא מקום להסתיר אותה. אני זקוקה לכסף מזומן. דרכון. אולי בלי מזוודה, רק כסף ודרכון.
";Descriptive
1072;דב ואני היינו זוג לא רגיל.;NotDescriptive
1073;אני רוצה לישון ולישון.;NotDescriptive
1074;אני מלטפת את בטני והנה דפיקות בדלת.;NotDescriptive
1075;שוב מחשבה מרושעת: אני אברח, אשאיר את שלושת הילדים האלו לבד.;Descriptive
1076;הרמתי את אפי כלפי מעלה בכל הכוח, מתחתי את העיניים כמו “סינית” עד שלא ראיתי דבר.;Descriptive
1077;דמה לי שהתנצלתי ואמרתי שאיני חשה בטוב, אני לא בטוחה.;NotDescriptive
1078;החברים מצטרפים אלינו. ;NotDescriptive
1079;ועכשיו היא מלהגת ואני עושה הרבה “כן” עם הראש, ולא שומעת מילה ממה שהשפתיים שלה – הצבועות בסגול – אומרות.;NotDescriptive
1080;תני לו עצמאות, תני לו להסתדר לבד. ;NotDescriptive
1081;נשארה האמא והילד;NotDescriptive
1082;והאמא החביבה הזו נכנסת, מתיישבת בחופשיות על הספה.;NotDescriptive
1083;היא מתעקשת להביט בעיניי, אני לא מצליחה להתחמק. היא מפחידה אותי. אבל הרחוב הומה אדם, לא יקרה כלום.;NotDescriptive
1084;אטמתי את אוזניי וחשבתי על מיי, עוזרת הבית הפיליפינית שעובדת אצלנו.;Descriptive
1085;אושפזתי למשך שבועיים: רגל שבורה וסדק בצלעות.;NotDescriptive
1086;בשהיות הארוכות בחדר פיתחתי את מחלת העצבים, גידלתי אותה בסבלנות.;NotDescriptive
1087;בלעתי כדור נוסף ולא הצלחתי להירדם.;NotDescriptive
1088;אני בעתיד, או בעבר. בשום אופן לא בהווה.;NotDescriptive
1089;התינוק נשלף;NotDescriptive
1090;תלכו ממני, גברים! אלך מכם הרחק אל ארץ טובה נטולת זכריות, זיכרונות, מזכרות, אהבות כזב, זיונים מלוכלכים, זיבולי מוח, זמזומים שלא פוסקים.;Descriptive
1091;הלב שמסרב להיפתח.;NotDescriptive
1092;אחר כך יהיה קל יותר.;Descriptive
1093;אני במקום הנכון אבל לבד.;NotDescriptive
1094;אין לך ברירה, הרי לא תשאירי אותו שם.;NotDescriptive
1095;משקפי שמש. החוצה!;Descriptive
1096;הרגשתי מחנק.;NotDescriptive
1097;שבריר השנייה של ההתנגשות, הדם האוזל ואז נוזל, הרפיון שפושט בגוף ואז שקט נפלא ואיבוד אחריות.;Descriptive
1098;מה אני מחפשת? אני שוכחת, אז מוציאה מזוודה.;NotDescriptive
1099;"אני לא יודעת אם אני בסדר, אני נראית נורמאלית?";Descriptive
1100;אני מוכרחה למצוא את וארקה, רק היא תבין אותי, רק אני אבין אותה.;NotDescriptive
1101;אני נעלמת במטבח, צריך להכין לה קפה.;NotDescriptive
1102;אתנצל שהייתי קשה אמש, פקעת עצבים חסרת סבלנות, ואתפלל שלא גרמתי לו נזק. אני מחלת נפש שעברה בירושה. ;NotDescriptive
1103;והריחות משתלטים עליי בחוזקה.;NotDescriptive
1104;אף אחד לא הבין למה אני אוהבת אותו.;NotDescriptive
1105;"אוי, הם מתוקים כל כך. הם שיחקו יפה ביחד, בכלל לא רבו. הם היו שודדים והפליגו בים ובנו רובוטים והרכיבו פאזלים של חמישים חלקים וראו טלוויזיה ואכלו במבה ואכלו ארוחת ערב והכול ממש מצוין. את רוצה לשתות? כן, קפה? כמה סוכר? בסדר, רק רגע.”";Descriptive
1106;אחות עוברת על פניי ואני מתחננת אליה שתיתן לי לראות את התינוק שלי. ;NotDescriptive
1107;תצאי, תדמייני שאת קצרת רואי, שאת מהורהרת כל כך ולכן לא שמה לב לכל מה שסביב.;Descriptive
1108;אני תקועה אתו בטיול הרומנטי הזה, אבל אין שום רומנטיות, ורע לי.;NotDescriptive
1109;חשבתי על הפסיכיאטר שטיפל בי. ;NotDescriptive
1110;הוא פיהק ברגעים שרציתי לדבר.;Descriptive
1111;“אני לא יכולה לאכול.”;Descriptive
1112;המערכת ריסקה את רוחו.;Descriptive
1113;מלצר החושק חיכה לי בלובי. ;NotDescriptive
1114;עיניי נשארו פעורות, והתפללתי. ;NotDescriptive
1115;הוא נושם נשימות עמוקות מבלי שאבקש ממנו, הבל פיו מרחף ישר אל תוך נחיריי.;Descriptive
1116;תאונת הדרכים משתלטת עליי.;NotDescriptive
1117; גוף לא יפה ולא מכוער;Descriptive
1118;כעת הוא מכתיב לנו את מהלכו של אחר הצהריים.;NotDescriptive
1119;האחות נעצרת, מביטה בי ואומרת: “תתביישי לך! מה את מתלוננת? הרגע אישה ילדה כאן תינוק מת. תפסיקי להתלונן! תגידי תודה שהתינוק שלך בריא ושלם!” אני רוצה לברוח עם התינוק שלי אבל אני שוכבת ערומה וקפואה, לא יכולה לזוז.;NotDescriptive
1120;הבית היה מואר מדיי בשעה זו של הבוקר. ;NotDescriptive
1121;"הצלחתי להתלבש במהירות מבלי להסס ולזעוף אל מול ארון הבגדים; לא הצצתי במראה והרגשתי בסדר.";NotDescriptive
1122;הוא נבהל, ונתן לי הנחיות בטלפון: “תנשמי עמוק, קומי, לכי למטבח ותאכלי משהו… פחמימות, זה מה שאת צריכה עכשיו.”;NotDescriptive
1123;הבשר כבר חשוף.;NotDescriptive
1124;פקעת עצבים חסרת סבלנות, ואתפלל שלא גרמתי לו נזק.;Descriptive
1125;תלכי בראש מורכן, כך לא תצטרכי לחייך לאיש.;Descriptive
1126;מבלי לשים לב אני קושרת אותה בכוח רב לפרק ידי. אינני חשה בכאב, ביד המלבינה, בדם האוזל ממנה.;Descriptive
1127;אני מנשקת אותו מליון נשיקות.;NotDescriptive
1128;אל תהססי מול תיבת הדואר.;Descriptive
1129;" “טוב, בסדר.”";Descriptive
1130;הפסקתי.;NotDescriptive
1131;פניה עם החריצים הכהים מתחת לעיניה – פני תינוקת לא רוחמה;Descriptive
1132;ויחי ירד שתים וששים שנה ומאת שנה ויוֹלד את – חנוך.;NotDescriptive
1133;כבר נבקע הנהר בכר האָחוּ, ובשעת שפשוּף השמשות אפשר היה לראות מעל אדן החלון היאך הוא מתגעש שם, נזעם עדיין על שרידי קרחוֹ, אף כי על שפתוֹ טבלו כבר האנשים את כליהם החדשים, וגוֹיים הרריים העלו משם בסליהם את זאבי־המים הגמישים, ישרי הגו, עם נקודות הזהב העליזות בקשקשיהם.;Descriptive
1134;"אופי לחם היו האנשים מדור דור; הסדר נשנה רק בזה, שכאשר הזקין איזה מאיר ונחלש, יצא הוא לשאוב מים, ובנו, חיים, אָפה את הלחם, וכשהזקין חיים, שאַב הוּא את המים ובנו, ליזר, אָפה את הלחם.";NotDescriptive
1135;"בעירתי, אשר שם נקראו האנשים על שם האבות המתים, הדבר הוא ברור עוד יותר.";NotDescriptive
1136;גגית המים עם ברקה האפלולי, הקר,;Descriptive
1137;התקדש חג של שמונה ימים, על מנוּחה וביקוּרים הדדיים וקירוב לבבות.;NotDescriptive
1138;איש שיבה היה ומהלך אט. גבּוֹ הכפוּף התאים יפה למשקע אשר באסל.;Descriptive
1139;מעל השולחנות הוסרו אמנם המפות, אולם במטבּח נופה כבר קמח הסוֹלת לחלות הלחם והוכנוּ הפול והגריסין לתבשילי החמין.;Descriptive
1140;"מפני קריאת הקדיש לא יכול להפליג אל הכפרים הרחוקים, ואז סודר כי הוא יבוא רק אל החוות הקרובות שאפשר לבקרן בין שחרית למנחה.
";NotDescriptive
1141;דינה טאטאה את החצר ורחצה את האצטבה לפני הבית;NotDescriptive
1142;כשנשמע, לבסוף, ביום הששי קול רגליו בחצר, התפּרצה לקראתו אל הפרוזדור ופה, בין המרתף וסולם העליה, הניחה את ראשה,;NotDescriptive
1143;שוב היתה פה לבדה וישבה על הסף;NotDescriptive
1144;היה, כאָמוּר, בעל שיעור הקומה הניכר ביניהם, וּבלכתוֹ והאציל כעין בטחה על מלויו. חוֹסן היה בו ותקיפוּת דעת, ולו מקל אלון, אַמתיים אָרכוֹ, שהיה נושאוֹ כשאת איש כלי־זין בידו.;Descriptive
1145;אולם קרה גם אשר לא בא המשך מאיזה בית־אָב, בּמנוֹע ממנו האלהים ברכה, ואז היה זה כאילו נקעה מן השוּרה אחת החוּליות, וכל השלשלת נזדעזעה.;NotDescriptive
1146;ליד החלון הפתוח, במקום שהרוח התאַושה בין צמחי העציצים;Descriptive
1147;"והיתה מתרפקת על דינה רכּוֹת, נשקה לה במחשוֹף שבּין הצוארון וּמטפּחת הראש, וקראה לה ‘דוֹדה’, אף כי לא היה אלא קרובה רחוקה.";NotDescriptive
1148;על הקיר האָפל חלפוּ מנגד בבוּאות פּנסיהם כעֵדר של כּבשי זהב;Descriptive
1149;אלה – כבר עלו בהם ניצנים חדשים, והם התמשכו, כמו באצבעות, להיאחז בשלבי ‘הסולמות’;Descriptive
1150;חוט הצמר נמשך ציתני ורך כמו לפנים, בשעת סריגת המפּוֹת;Descriptive
1151;"אחר נתנו את דעתן לסעדו במחלתו ובשלו בשבילו מרק של עוף, כל אחת בביתה, לחוד, והוא אכל משל שתיהן וביקש לקרוא אליו את שלמה הדוד, זקן המשפחה, כדי לצוות לביתו.
";NotDescriptive
1152;עם רפוֹת היום באָה ליבקה, היתומה, ועמדה ברגליה שטרם נשזפו ב’חלונות' השמש שעל הרצפה.;NotDescriptive
1153;כתוֹם שנת האֵבל התחיל ברוּך לצאת אל הכפרים הרחוקים וללינה בלילות נשלחה הנה אחת מן הנערות התאוֹמות הגדלות בבית שלמה הזקן.;NotDescriptive
1154;הנה האופה, אשר אצלו קניתי את לחם השיפון בכל יום;NotDescriptive
1155;נראתה כממלאה את כל המטה.;Descriptive
1156;אחרי המנחה נכנסה דינה לבשל את ארוּחת ערבּה;NotDescriptive
1157;בראש חודש אלול הוחגה החתונה, והכלה הובאה לבית חמיה;NotDescriptive
1158;עוד היה הכפוֹר על הארץ ושואבי המים ירדו עטוּפים באדרותיהם אל הבאר, אולם בבית האופה נאפה כבר הלחם על מצע של קני אגמון, ומן האָחו עלה קול חלילו של הרועה בסלסוּלים נוחים, חסרי דאגה, אביביים;Descriptive
1159;בימי שבּתוֹן לבשוּ בגדי קמלט ונשיהם – אַטלס מוּצק;Descriptive
1160;רוּגות מספּר שגדל בהן הצנון והבצל, מעט קטניות מן המטפּסות וגם דלוּעים, בשביל הגרעינים ללילי שבּתוֹת.;Descriptive
1161;מזמן לזמן ירדו גשמי האביב עם הרעמים הראשונים, המתוּנים, אלה אשר עליהם יספּיקו לברך תוך כדי גלגולם.;NotDescriptive
1162;כבדת עפעפים ועבותת צמה, וצחוקה ניתז רסיסים, רסיסים, ומעלה על הלב את זכר המעין המתבעבע;Descriptive
1163;ציצי השדה רחשוּ פה, כזרעים בתוך ערוּגה של גן, וכאשר ירד מזמן לזמן גשם הקיץ ואלה עמדוּ פה בידיהם הפשוּטות בתפילה;Descriptive
1164;צועת הנהר למטה הקדירה והעֵדר באָחו נצטפף וכמו נדלדל פתאום;Descriptive
1165;וחרדה גדולה עמדה בה כל אותו יום.;NotDescriptive
1166;שוּב חנוך אחד קטן, שהיה מתרוצץ בודאי כל היום ברגליו היחפות על פני הדשא החם;Descriptive
1167;הכבשים הגדולים, מנוסי החיים, עמדו עמידה מאוששת, בסבלנוּת, אולם הטלאים התנודדו וגעו מר;Descriptive
1168;אד דק עלה בתמור מתוך אגן הרחצה, ובסמוך פה, על הניר הצבעוני, היה מונח הסבון ה’טוב', מעורטל ושלם על כל בליטותיו;Descriptive
1169;מכורבלת במעיל מוך עם סודר גדול שלא לפי מידתה ממעל;Descriptive
1170;ככה עברו הימים.;NotDescriptive
1171;נשים גדולות היו וזעוּפות עפעפים, אבל מבּטן טוב, ובצחקן והיה זה מקרב לב.;Descriptive
1172;הבית נתמלא לוֹבן עז וכמו נתרוח.;Descriptive
1173;מַחלה בת אבנר, אחות ברוך, ילדה עתה את ילדה השלישי, ומושה אף היא נוֹלדוּ לה בּתיה, הבכירה, וחנה־אסתר, ואחר הוסיפה וילדה עוד את מחלה ואת ליבה, תאוֹמוֹת, וּבשביל אלה באָה פעם לבקש מדינה את כסאות הילדים.;NotDescriptive
1174;"אם עלתה הלבנה, היתה היא בודדה בשמים כמוהם הם על הסף.";Descriptive
1175;החדר טוּאטא אחרי צאת הילדים, ואביה החוֹלני שתה תה מהוּל בחלב והקשיב לקטני אחיה, אשר שננו לפניו את פרשת השבוע;NotDescriptive
1176;שלמה, זקנו של ברוך מצד אמו, קרא לבנו האחד לוי־נתן על שם אבי אשתו, שהיתה ילידת חוץ;NotDescriptive
1177;אלמן מאשתו היה, ושתי בנותיו הנשואות, מושה ומחלה, נבהלו לבוא מבית בעליהן, פרשו אל המחסן, במקום שנמצא להן מקום נוח לישיבה;NotDescriptive
1178;בבית־התפילה הקרוב חרקה פעם בפעם הדלת;Descriptive
1179;שערוֹ עבות, וּמזגוֹ רך ופניו עטוּרות זקן משי שחור, שהיה מתנשב פעם בפעם ברוּח השדה;Descriptive
1180;דינה הורידה את שני כסאות הילדים מן העליה, התישבה אתה על יד הכירה ולמדה אותה את מלאכת הסריגה.;NotDescriptive
1181;ושת אף הוא הוליד את אנוש.;NotDescriptive
1182;עברוֹ דרך החצר, כי בקצה הרחוב נמצא ביתם, ומשם והלאה השתרעו השדות – מסמאים בימות הקיץ בזיו יֵרקם ובחורף בברק השלג;Descriptive
1183;ויוֹלד אנוש את קינן, וקינן הוליד את מהללאל, וּמהללאל הוליד את ירד. ;NotDescriptive
1184;בר קרבו ימי החורף לבוא, והעלים, נטולי חיות, נפלו ממעל על האנשים קלים כנוצות.;Descriptive
1185;מנגד היו שדות הבּר עם חורשת הלבנים, ולמטה, הלאה שם, הנהר, אשר עכשיו, בהדוֹם קול הפטיש, נשמעה ברור המיתוֹ;Descriptive
1186;יום השבּת נתוּן חציוֹ לאלהים, אולם את היום הראשון בשבוּע הקדיש ברוך כולו לבית;NotDescriptive
1187;וכמו אז, בשבתה בבית חברותיה, נתנה את קולה בשיר.;NotDescriptive
1188;אזני הנער, מתחת לשער השחור, האדימוּ עמוּקות מצביטות החבּה של זה;Descriptive
1189;"ולבשו אז ממעל לבגדי החול את קפּוֹטוֹת הקמלט, ופניהם נקיים עוד מן הרחצה של ערב שבת – ואז נראו כמוסיפים מן החול על הקודש.";Descriptive
1190;אחרי החגים מת האיש והובא לקברות אבותיו,;NotDescriptive
1191;בן שלש־עשרה בא כבר לעזור על יד אביו במפּחה, ואת משנתו שנה לו בשעות הערב לעצמו;NotDescriptive
1192;שים, ואור של חסד על פניהן, קראו בפתחי הבתים ‘ברוך זוכר הברית’, ומנגדן שם למעלה, התגון עוד אות הפּלאים ורמז כי: ‘לא אוסיף לקלל עוד את האדמה, עוד כל ימי הארץ, זרע וקציר, קיץ וחורף, יום ולילה לא ישבּתוּ’.;Descriptive
1193;בשמונת ימי החנוכה לא הלכו בני המשפחה, כמנהגם, אל הכפרים, ובראש חודש שבט הוחגה חתוּנה אצל אחד הקרובים, והאנשים לא יצאו שוב, אלא אל הישובים הסמוכים אל העירה.;NotDescriptive
1194;בצהרי היום יכול מעתה לוי־נתן לשכב שעה למנוּחה בחדרה המרוּוח של האם, או בחורשת הלבנים הקרובה;NotDescriptive
1195;הבנינים עם גגות הקש כמו נתנמכו וּברק מוּזר היה לזגוּגיות בחלונות;Descriptive
1196;ואור של חסד על פניהן;Descriptive
1197;איזו מנוחה, איזו מנוחה אחרי עשרים שנות עמידה על קרקע האדמה הנוקשה;NotDescriptive
1198;מת אבנר במיטב שנותיו מהצטננות מצויה, לאחר שנתעה פעם, ביום גשם, לאדמת ביצה ביער.;NotDescriptive
1199;על אדני החלונות העמידה צמחי בית בעציצים, ובחדר־המטות הוסיפה עוד לזה מסך כהה, מתקפל;Descriptive
1200;העלים ממעל נתרפרפו רפרוּף חרישי;Descriptive
1201;ביום מהוּמה הכה בו פעם את בריוני ההר עד כי פג שכּרוֹנם, והם עמדו לנשק את כנף בגד הקמלט שלו, ומכאן ואילך, בהזדמנם אתו ברחוב, היו מצטדדים והולכים אגב הסברת פּנים משונה.;NotDescriptive
1202;בערב יום הכפורים התחזק עוד החולה ועמד על רגליו כדי לברכה;NotDescriptive
1203;מהלך תנוּמה, והוא נרדם לקול דפיקות הפּטיש, כמו לקול הולם של שעון, אשר כוֹננוּ אותו אל נכון, בעתוֹ.;NotDescriptive
1204;על שמלת אטלס, וזו נעשתה בטוב טעם, על חגורת תחרים עם סלסלה דקה בפי צוארונה.;Descriptive
1205;"שוּב באה שבּת ומחקה את כל סגוּפי החול, והשבוּעות חלפו בין כך ועברוּ.";NotDescriptive
1206;בשעה שהאגסה לבלבה בצדי הגדר בחוץ, והנהר, למטה, השמיע המיה עמוקה, מלאה;Descriptive
1207;חוליות־חוליות בשלשלת, שאינה נפסדת, כי על כן הולכת היא ומתחדשת תמיד.;Descriptive
1208;"ליזר, בן הששים, היה רק מביא מים ללישת הבצק מן הבאר; אָפה את הלחם ומכרוֹ בנו הגדול מאיר, והוּא גם לו נער רך בשנים, אשר למד עוד באחת הכתות ב’חדר' – חיים.";NotDescriptive
1209;מת הוא במוֹצאי־שבּת אחת, באָביב,;NotDescriptive
1210;לשורת המצבות בבית־הקברות נתוספה אבן, אשר ידים נשוּאות לברכה היו חקוקות עליה, ידי כהן, כי משפחת כהנים היתה זאת.;Descriptive
1211;הוא פרש את ידיו משורגות הגידים, אשר העור צפד עליהן כקליפה על העץ היבש, וככה גם עמד עליה, כעץ בשלכתו;Descriptive
1212;"אחרי ‘צידוּק הדין’ פּרשו האנשים אל האצטבה אשר בפינת החצר ובכוּ ארוּכות, בכי משפּחה חם.";NotDescriptive
1213;"על שלשלת הדורות, היאך היא הולכת ומתהוה, מספר ספר המקרא בקיצור, כי הנה חי פלוני כך וכך שנים והוליד את אלמוני, ואחר חי אלמוני כך וכך שנים והוליד בנים וּבנות.";NotDescriptive
1214;בעלי קומה היו כוּלם, ולהם זקנים עבוּתים היורדים בחשיבוּת על חזותיהם;Descriptive
1215;"הילדות נשארו בבית: בתיה, חנה־אסתר, מחלה וליבה, התאומות, ורחל־לאה הקטנה.
";NotDescriptive
1216;ערב היה קול שׂיח התפילה בנגוֹהוֹת יום הנוטה לערוֹב;Descriptive
1217;שדות שוממים, שחורים משחור;Descriptive
1218;תוך כדי התנודדה קלטה התינוקת בקצה העין את דמוּתה של האֵם כשהיא נצבת עליה כבירה ומחסית כאלהים, והיא הצטחקה מתוך דמדומי השינה.;NotDescriptive
1219;מן ה’חדרים' עלה בהמוּלה עזה כקול משק של מים על יד חוֹמת סכר;Descriptive
1220;מפּני גוֹבה קומתם עשו להם האנשים בתים גדולים, בית־בית וקרפיפו עם דיר לעצים ומחסן לפשתה;Descriptive
1221;מעשרת בניה שהיו לה שלחה חמשה החוצה, והם נפוֹצוּ בקצות העירה;NotDescriptive
1222;בבית אביה היתה זאת שעת הרוחה בערבים;NotDescriptive
1223;עכשיו היה לפנים, קרוב כבר מאד, חג הפורים, ואחריו – ערב הפסח עם ההכנות, שהזמן מתמסמס ועובר בהן בקלות.;NotDescriptive
1224;בנוּ בחצר עוד חדרים, ובהם חלונות גדולים;Descriptive
1225;לא מרווח היה החדר, אבל מסודר יפה, עם שולחן משולש בפנה ויריעת בד מגוונת בין מטה למטה;Descriptive
1226;יש וביום אשר כזה נראתה קשת במרום והדקה בחישוּק אדיר את העירה מן הקצה עד הקצה;Descriptive
1227;לידת חוץ היתה, בת מגיד מישרים, מאלה הקרואים ‘הרגליים’, איש עני אשר לא נמצא כל כסף נדוניה בידו, אבל יחש אבות היה לו, וכוחו רב במדרשי אגדה, וממנו למדה בתו לדבּר במליצוֹת, ובמסיבות המשפּחה אהבה היא – כאביה מעל הבימה – לדבּר, בשעה שעל האחרים מוטל היה רק להקשיב מתוך שתיקת הכנעה;NotDescriptive
1228;בימות החול היו מחזרים בין הכפרים, והנשים הן אשר עסקו בחנוּך הבנים, והן גם אָפוּ, ובשלוּ וירדוּ אל הנהר לכבס, וּבקיץ יצאו עוד לעבוד בגנותיהן,;NotDescriptive
1229;ליד ספי הבתים, בחוּץ, בקערותיהם, קערות העופרת, אשר לא תשברנה;Descriptive
1230;מפּני חולשת בריאותה לא יכלה לבקר בבתי הקרובים, אולם את הלך הרוחות שם הבחינה תמיד לנכון, כשם שהבּרוֹמטר מבחין את מזג האויר אפילו בשעה שהוא צפוּן בבית פנימה;NotDescriptive
1231;"לאדם נולדו קין והבל ושת; וקין הוליד את חנוך, הוא חנוך אשר בימיו בנה אביו עיר.";NotDescriptive
1232;וצר להם המקום על יד הדלי עד כי לא תמכוּהוּ אלא איש־איש באצבּעוֹ.;Descriptive
1233;אלה תולדות המשפחה בעירה;NotDescriptive
1234;"אבל הבן הבין למלוא משמעו את הנאמר בפרשת השבוע ביצחק, אשר הביא את רבקה האהלה שרה אמו, ואשר אהבה וגם נחם אחרי אמו.";NotDescriptive
1235;"""תגידי לי ברגע שתסיימי"" אמרה ג'ונסי ועצמה עיניה,לבנה ודמומה בשכיבתה כמו פסל שנפל, ""כי אני רוצה לראות את העלה האחרון נושר.";NotDescriptive
1236;אחר כך מצאו פנס וסולם וכמה מכחולים מפוזרים ופלטת עם ירוק וצהוב מעורבבים עליה,ותסתכלי מהחלון,בעלה האחרון שעל הקיר.;NotDescriptive
1237;היא נגשה במהירות את המיטה.;NotDescriptive
1238;"את יכולה להביא לי עכשיו קצת מרק,וקצת חלב עם טיפת יין פורט"".";Descriptive
1239;ברמן לעג לדמיונות השטותיים האלה.;Descriptive
1240;"אעשה כל מה שהמדע יכול"" אמר הרופא ""אבל כל פעם שהחולה מתחיל את הספירה לאחור אני מוריד חמישים אחוז מכח הריפוי של התרופות"",  ""אבל אם תגרמי לה לחשוב על משהו אחר, אני מבטיח לך בשבילה סיכוי של אחת לחמש,במקום אחת לעשר"".";NotDescriptive
1241;היא החלה ברישום איור לכתב עת כשלפתע שמעה קול חרישי חוזר ונשנה פעמים אחדות.;NotDescriptive
1242;זה חטא לרצות למות;NotDescriptive
1243;"""אין דבר כזה"" ענתה לו סו.";NotDescriptive
1244;"שטויות"" אמרה סו,""מה בין נשירת עלים להחלמה שלך? הרי הבוקר הרופא אמר לי שהסיכויים שלך להבריא הם עשר לאחת.זהו סיכוי טוב,כמעט כמו זה שיש לנו בניו יורק בנסיעה בחשמלית,נסי לאכול קצת מרק.""";NotDescriptive
1245;עיניה של ג'ונסי היו פקוחות לרווחה והיא הסתכלה אל עבר החלון וספרה-ספרה לאחור.;NotDescriptive
1246;תמיד עמד לצייר יצירת מופת אך מעולם לא התחיל בה.;NotDescriptive
1247;הגברת הקטנה שלך הכניסה לה לראש שהיא לא תחלים,האם יש משהו שמעסיק אותה,ויכול להסיח את דעתה?;NotDescriptive
1248;"נשארו ארבעה.אני רוצה לראות את האחרון נושר לפני שיחשיך,אז גם אני אלך"".";NotDescriptive
1249;"סו ענתה,""היא רצתה לצייר יום אחד את מפרץ נפולי"",";NotDescriptive
1250;"הייתי ילדה רעה,סו""אמרה ג'ונסי, ""העלה האחרון הצליח איכשהו להשאר שם כדי להראות לי כמה שהייתי רעה.";NotDescriptive
1251;האם יש משהו מלבד הציור כגון גבר,אשר מעסיק את מחשבותיה;NotDescriptive
1252;ג'ונסי לא ענתה, מחשבת השטן השתלטה עליה.;NotDescriptive
1253;סו וג'ונסי,שתי אומניות;NotDescriptive
1254;בנובמבר,התהלך לו ,בהילוך בוטח,זר , סמוי וקר-דלקת ראות,ובאצבעותיו המקפיאות נגע באדם אחד כאן ובאחר שם.מפיל קורבנות לעשרות.;Descriptive
1255;ג'ונסי ישנה כשסו וברמן נכנסו לסטודיו,סו הורידה את התריס.בחוץ ירד גשם קר מעורב בפתיתי שלג.;Descriptive
1256;"לא שאלת את עצמך למה הוא זז ברוח? הה חומד, זאת יצירת המופת של ברמן, הוא צייר אותה שם בלילה שבו נשר העלה האחרון"".
";NotDescriptive
1257;"""עלים על הקיסוס,כשינשור האחרון גם אני אצטרך ללכת"",";NotDescriptive
1258;"אני עייפה מלחכות,עייפה מלחכות,רוצה להשתחרר ולרחף לי ממש כמו עלה עייף ומסכן"".";Descriptive
1259;היא ספרה לו על ג'ונסי ומחשבת השטן שלה.;NotDescriptive
1260;,גרו בסטודיו,במרומי בית לבנים בן שלוש קומות ברובע גריניצ' ווילג'.;Descriptive
1261;היא שכבה במיטת הברזל ולא זעה כשהביטה מבעל לשמשות הקטנות אל הצד האטום של הבית הסמוך.;Descriptive
1262;"""זה האחרון"" אמרה ג'ונסי ""חשבתי שהוא בטח ייפול במשך הלילה,שמעתי את הרוח,היום הוא ייפול, ואז אני אמות"".";NotDescriptive
1263;בוקר אחד, הזמין רופא את סו אל המסדרון.;NotDescriptive
1264;כשתהעוררה סו למחרת בבוקר מצאה את ג'ונסי לוטשת עיניים בוהות בתריס המורד.;NotDescriptive
1265;היא מצאה את ברמן במאורתו האפלולית למטה.;NotDescriptive
1266;קיסוס ישן טיפס על קיר הלבנים.;Descriptive
